gene,weight,weight_zscore,bootstrap_std,bootstrap_ratio,bootstrap_ratio_zscore,abs_bootstrap_ratio,signed_contribution_rank,abs_bootstrap_ratio_rank
ARSE,0.000323442566422,-0.0800070735885,0.00240645841376,0.134406048562,-0.114711506978,0.134406048562,8318,15093
ARSF,0.00903205747741,1.02069761416,0.00207824901909,4.34599386044,1.43970483334,4.34599386044,1325,1796
ART3,-0.0100178089652,-1.38706498743,0.00345177789901,-2.90221713514,-1.2354709229,2.90221713514,14253,4252
ARVCF,0.0103649965653,1.18917128276,0.00265803796954,3.89949153627,1.27490938334,3.89949153627,1667,2362
ASAH1,0.0122362539865,1.42568441792,0.00447351522829,2.73526597363,0.845216042202,2.73526597363,2988,4674
ASCL1,-0.00186693319051,-0.356854412485,0.00774081107136,-0.241180565357,-0.253333327526,0.241180565357,9232,14572
ASCL2,0.00862034526651,0.968660227595,0.00165917499363,5.19556122748,1.75326386536,5.19556122748,813,1055
ASGR1,-0.0058638931533,-0.862040669167,0.00286058100313,-2.04989585923,-0.920895475903,2.04989585923,13055,6734
ASGR2,0.00229049775289,0.168614192471,0.00355859011612,0.64365315424,0.0732418392858,0.64365315424,7058,12605
ASIP,0.00331950625153,0.298673276465,0.00256371290671,1.29480420481,0.313569211819,1.29480420481,5517,9679
ASL,0.00687583336614,0.74816679136,0.00302991402978,2.26931632335,0.673242956869,2.26931632335,3648,5973
ASNA1,-0.00353758571597,-0.568012568536,0.00460552711641,-0.768117443791,-0.447815629865,0.768117443791,10459,12027
ASPA,0.00324132660733,0.288791946112,0.0049597547954,0.653525575567,0.0768855607788,0.653525575567,7036,12564
ASPH,0.00565294013772,0.593602107667,0.00282064758925,2.00412847009,0.575367202931,2.00412847009,4118,6889
ASS1,0.00630450392162,0.675954963847,0.00240331472117,2.62325356978,0.803874410816,2.62325356978,3136,4956
ASTN1,0.00925719506912,1.04915334507,0.00463371278649,1.9977921584,0.573028591728,1.9977921584,4135,6924
ZFHX3,0.0111192068377,1.28449789794,0.00410545676787,2.70839701071,0.83529922297,2.70839701071,3025,4739
ATF1,-0.00250212307401,-0.437137728433,0.00218570682455,-1.1447660985,-0.586829429313,1.1447660985,11264,10344
ATF3,0.00763656216353,0.844317300018,0.00520948831673,1.46589486323,0.376715494646,1.46589486323,5189,8982
ATF4,-0.00219737844095,-0.39862025469,0.00553039073787,-0.397327882441,-0.310964309477,0.397327882441,9620,13799
ATIC,-0.00218767793251,-0.397394181977,0.00363011658466,-0.602646741914,-0.386743565282,0.602646741914,10113,12796
ATM,-0.00184189571711,-0.35368986053,0.00623717648275,-0.295309219196,-0.273311176206,0.295309219196,9356,14324
RERE,-0.00222711722251,-0.402379017318,0.00388678546645,-0.57299720855,-0.375800490793,0.57299720855,10048,12926
ATOX1,0.00318023031546,0.281069825482,0.00378205169868,0.840874363662,0.14603240766,0.840874363662,6562,11690
ATP1A1,-0.00920996868354,-1.28495993467,0.00359475085352,-2.56206036491,-1.10992557859,2.56206036491,13853,5117
ATP1A2,0.0156626705108,1.85875819245,0.00400143875211,3.91425971533,1.28036003518,3.91425971533,1658,2344
ATP1A3,-0.0091035256744,-1.27150632346,0.00330951696661,-2.75071128695,-1.17955301816,2.75071128695,14081,4630
ATP1A4,-0.0105975110541,-1.46033505543,0.00301790484573,-3.51154578949,-1.46036245057,3.51154578949,14810,2985
ATP1B1,-0.00446157348439,-0.684797806891,0.00303380213678,-1.47062111609,-0.707096270833,1.47062111609,11962,8967
ATP1B2,0.0148005055198,1.74978689715,0.00392792367675,3.76802268522,1.2263867502,3.76802268522,1794,2562
ATP1B3,-0.00332046268165,-0.540569818554,0.00447061194545,-0.742731134387,-0.438446029628,0.742731134387,10421,12136
ATP2A2,-0.0090628374046,-1.26636362629,0.00454870396446,-1.99239991774,-0.899674825891,1.99239991774,12947,6953
ATP2B1,-0.0121871918507,-1.66125898222,0.00365913316937,-3.33062266023,-1.39358719121,3.33062266023,14684,3304
ATP2B2,-0.0129785778993,-1.76128434129,0.00326681716285,-3.97285102052,-1.63062136978,3.97285102052,15092,2270
ATP2B3,-0.00933541235242,-1.30081508911,0.00369425700958,-2.52700673727,-1.09698795648,2.52700673727,13806,5217
ATP2B4,0.00797425438531,0.886999105945,0.00206720825361,3.85749929712,1.25941085271,3.85749929712,1701,2418
ATP4A,-0.0115913598365,-1.58595021064,0.00442650292916,-2.61862694366,-1.13080321863,2.61862694366,13916,4970
ATP5F1A,-0.00374404075369,-0.594106962438,0.00318951280085,-1.17385976714,-0.597567344786,1.17385976714,11326,10210
ALDH7A1,0.0127418837465,1.48959228993,0.0021744648965,5.85977900449,1.99841391617,5.85977900449,492,624
ATP5F1B,-0.00827621760301,-1.16694068568,0.00309218721388,-2.6764930551,-1.15216049128,2.6764930551,13994,4823
ATP5F1C,0.00372015779002,0.349312675621,0.00228787756884,1.62603009911,0.435818340992,1.62603009911,4851,8332
ATP5F1D,-0.00681919995471,-0.982784402274,0.00279447443999,-2.44024416796,-1.06496555508,2.44024416796,13679,5471
ATP5PB,0.00949375624974,1.07905293337,0.00290070722629,3.27291088315,1.04365047358,3.27291088315,2304,3406
ATP5MC1,-2.42130960348e-05,-0.123948184925,0.00342438098076,-0.00707079503443,-0.166927898345,0.00707079503443,8657,15705
ATP5MC2,0.000485619850469,-0.0595090611467,0.0035274456945,0.137668979916,-0.113507221554,0.137668979916,8307,15077
ATP5MC3,-0.0040786939713,-0.636404660655,0.00292632330789,-1.39379471855,-0.678741119987,1.39379471855,11808,9267
ATP5ME,0.0116530681177,1.35197402583,0.00277353908257,4.20151574244,1.38638072912,4.20151574244,1435,1974
ATP5PF,-0.0018666825149,-0.356822728937,0.00371409434207,-0.502594264706,-0.349816113592,0.502594264706,9887,13273
ATP6V1A,0.00663085487807,0.717203317493,0.00207766920321,3.19148730117,1.01359859007,3.19148730117,2413,3596
ATP6V1B2,0.00186806155119,0.115221372576,0.00354954270364,0.52628231498,0.0299225120935,0.52628231498,7355,13166
ATP6V0C,0.00227103971822,0.166154840417,0.002349143256,0.966752330842,0.192491552716,0.966752330842,6277,11142
ATP6V1C1,0.00722406208806,0.792180333186,0.00213018489694,3.39128406104,1.08733974475,3.39128406104,2183,3194
ATP6V1E1,-0.0025080998081,-0.437893143536,0.00400330610925,-0.626507126773,-0.395549976015,0.626507126773,10159,12686
ATP6V0B,-0.00392049757123,-0.616409802583,0.00426385391806,-0.919472769604,-0.503677979683,0.919472769604,10794,11334
ATP6V1G2,0.00485439403812,0.49267177096,0.00346415176457,1.40132256553,0.352883097187,1.40132256553,5320,9242
ATP6V0A1,0.00765443466655,0.846576252567,0.00529946524021,1.44437869098,0.368774287858,1.44437869098,5231,9062
ATP6AP1,0.00780670751678,0.865822417632,0.00210622698757,3.70648916895,1.20367590873,3.70648916895,1846,2639
ATP7A,-0.000183367414829,-0.144064116857,0.00339273109871,-0.0540471406352,-0.184265967138,0.0540471406352,8792,15468
ATP5PO,0.00450982483713,0.449120765586,0.00303647628199,1.48521655311,0.383846760053,1.48521655311,5153,8908
ATP7B,0.00493269546912,0.502568494266,0.00651602718604,0.757009651477,0.115079549778,0.757009651477,6770,12077
ATR,-0.0146530885221,-1.9729301324,0.00214852102333,-6.82008151794,-2.68147957517,6.82008151794,15695,297
ATRX,-0.000792139889003,-0.221008467128,0.00376820902933,-0.210216546597,-0.241905101671,0.210216546597,9156,14718
KIF1A,0.00948932907419,1.07849337104,0.00186125915485,5.0983384283,1.71738079359,5.0983384283,843,1100
AUH,-0.000322389236478,-0.161635449652,0.00526521125535,-0.0612300667235,-0.186917047487,0.0612300667235,8808,15439
AUP1,-0.00369804095836,-0.588292927614,0.00306491713878,-1.20657126797,-0.609640532781,1.20657126797,11375,10096
AVP,0.0063904383158,0.686816437397,0.00265251763914,2.40919729298,0.724870341743,2.40919729298,3443,5552
AVPR2,0.00486291435725,0.49374867645,0.00319411073383,1.52246267036,0.397593588057,1.52246267036,5064,8741
AXL,0.0182421048882,2.18477967118,0.00279480416101,6.52714960952,2.24472761539,6.52714960952,321,388
AZGP1,-0.00805691134391,-1.13922199219,0.0026268457005,-3.06714297775,-1.29634189037,3.06714297775,14444,3871
B2M,0.00165750929279,0.0886091202014,0.0035728646658,0.463916058352,0.00690432210976,0.463916058352,7507,13465
BAAT,0.00285813958864,0.240359933437,0.00232388556879,1.22989687058,0.289613158796,1.22989687058,5671,9992
BACH1,0.00376647393721,0.355166694985,0.00391074207306,0.963109779894,0.191147156976,0.963109779894,6288,11157
BAD,0.00490624048185,0.499224779014,0.00239374844292,2.04960571206,0.592151981306,2.04960571206,4044,6735
BAG1,0.00612768457783,0.653606303058,0.00435014068728,1.40861756397,0.35557554129,1.40861756397,5303,9200
ADGRB1,-0.00221306100208,-0.400602414738,0.00812516436097,-0.272371228908,-0.26484520363,0.272371228908,9307,14430
ADGRB2,0.00569585219181,0.599025874773,0.00374674295144,1.52021429429,0.396763755543,1.52021429429,5070,8753
ADGRB3,0.00442762386231,0.438731168705,0.00233081092018,1.89960662359,0.536790192695,1.89960662359,4325,7299
BAK1,-0.00989808013933,-1.37193214699,0.00403046357816,-2.45581679313,-1.07071311256,2.45581679313,13704,5418
BARD1,-0.0111755967812,-1.53340082723,0.0030220055666,-3.69807286416,-1.52920601878,3.69807286416,14944,2654
BAX,0.00286770308847,0.241568689272,0.00185647562536,1.54470279561,0.405801992023,1.54470279561,5018,8657
BBS1,-0.00151352071343,-0.312185682243,0.00550753160049,-0.274809265424,-0.265745036179,0.274809265424,9312,14419
BBS2,0.00381091805807,0.360784104031,0.00449638793345,0.847550993035,0.148496623594,0.847550993035,6546,11663
BBS4,0.0143299350824,1.6903102649,0.00244067586456,5.87129790172,2.00266532037,5.87129790172,485,616
BCAT1,-0.00488902112982,-0.738824036308,0.00232741363429,-2.10062408237,-0.939618290787,2.10062408237,13148,6543
BCAT2,-0.000870988705208,-0.230974375887,0.00766819132055,-0.113584634081,-0.206240114849,0.113584634081,8921,15200
BCHE,0.0106761675072,1.22850099454,0.00357835101599,2.9835439451,0.936850682872,2.9835439451,2661,4062
BCKDHA,0.00192100033142,0.121912443906,0.00446014073501,0.430703972263,-0.00535362230934,0.430703972263,7593,13631
BCKDHB,0.0109269407146,1.26019687818,0.00330600463922,3.30518009108,1.05556041974,3.30518009108,2273,3354
CCND1,0.00413653127071,0.401939212301,0.00430497424956,0.960872477027,0.190321411369,0.960872477027,6297,11170
BCL2,0.00268257899433,0.218170369296,0.00514313129369,0.521584778056,0.0281887412497,0.521584778056,7369,13196
BCL2A1,0.01680443466,2.00306875896,0.00161565731624,10.4009894246,3.6744876435,10.4009894246,2,3
BCL2L1,0.00504519105497,0.516787106521,0.00375886686413,1.34221062819,0.331066014076,1.34221062819,5427,9477
BCL2L2,-0.00784093064617,-1.11192362512,0.0050635221883,-1.54851314057,-0.735844724159,1.54851314057,12116,8639
BCL3,-0.0100574358193,-1.39207352949,0.00424584404365,-2.36877184275,-1.03858648971,2.36877184275,13573,5672
BCL6,0.0153979917557,1.82530475015,0.00196655956591,7.82991373494,2.72555288476,7.82991373494,99,115
BCL7A,-0.00945468990338,-1.31589089173,0.008317090112,-1.13677858194,-0.583881390043,1.13677858194,11249,10387
BCL9,-0.000879306323355,-0.232025661468,0.00238439347919,-0.368775678607,-0.300426238286,0.368775678607,9533,13951
HCN2,0.0047555203029,0.480174860146,0.00227549433636,2.0898844822,0.607018103366,2.0898844822,3969,6587
BCR,0.0112344193128,1.29905990495,0.00171272488577,6.55938347488,2.25662451729,6.55938347488,309,375
BCS1L,0.00383291417027,0.363564250364,0.00550546441143,0.696201788592,0.0926365330562,0.696201788592,6923,12345
BDH1,-0.00607916656615,-0.889249640638,0.00738194238429,-0.823518560519,-0.468263120208,0.823518560519,10580,11771
BDKRB2,-0.00331439874017,-0.53980338108,0.00413615732034,-0.801323180788,-0.460071230955,0.801323180788,10526,11886
BDNF,0.00341735713299,0.311040906109,0.00254473758771,1.34291140647,0.331324657908,1.34291140647,5425,9475
CFB,-0.0142161506607,-1.91770440969,0.00250406236701,-5.67723505934,-2.25967685157,5.67723505934,15594,714
BFSP1,-0.00324322402319,-0.530807421857,0.00253066767604,-1.28156851802,-0.637320580348,1.28156851802,11551,9746
BGN,0.00563086629482,0.590812136746,0.00300911679382,1.87126877441,0.5263312357,1.87126877441,4384,7412
CEACAM1,-0.00527720676625,-0.787887837395,0.0023718936551,-2.2248918095,-0.985483127105,2.2248918095,13353,6121
BICD1,-0.00709325487494,-1.01742292269,0.00372545312448,-1.90399788641,-0.86704733048,1.90399788641,12780,7281
BID,-0.015474809921,-2.07678965598,0.00357500995598,-4.32860610502,-1.76192375292,4.32860610502,15269,1817
PRDM1,-0.00638734958885,-0.928201701469,0.00192536303284,-3.31747804435,-1.38873576542,3.31747804435,14673,3326
BLM,-0.00396305345743,-0.621788552695,0.00354315277078,-1.11851046619,-0.577138978654,1.11851046619,11208,10470
BLMH,-0.0147835432373,-1.98941864612,0.00243292678913,-6.07644393711,-2.40701719696,6.07644393711,15640,537
BLVRA,-0.00815302343691,-1.1513698518,0.00321330360515,-2.53727143113,-1.10077645825,2.53727143113,13821,5183
BLVRB,0.00457166490021,0.456936893412,0.0055433459807,0.824712171337,0.140067252244,0.824712171337,6603,11766
BMP1,-0.00649913112658,-0.942330063309,0.00220669529698,-2.94518737384,-1.25133041442,2.94518737384,14307,4149
BMP2,0.0033932208523,0.307990258264,0.00423950132973,0.800382070529,0.131087478357,0.800382070529,6670,11892
BMP6,0.00651294522308,0.702300406835,0.00305681814603,2.1306289455,0.622056103845,2.1306289455,3894,6444
BMP7,0.0152506420975,1.80668084024,0.00210604726341,7.24135795167,2.50832822566,7.24135795167,168,196
BMP8B,-0.000183228289477,-0.144046532438,0.00369711688634,-0.0495597772833,-0.182609767332,0.0495597772833,8782,15487
BMPR1A,0.00981036933892,1.11907049242,0.00534549299677,1.83525997412,0.513041077672,1.83525997412,4453,7541
BMPR1B,0.0208939448444,2.51995268098,0.00719383308178,2.90442447119,0.907649201489,2.90442447119,2757,4249
BMPR2,0.00912957734757,1.03302340641,0.00580610004598,1.57241130454,0.416028671595,1.57241130454,4952,8536
POLR3D,-0.01303648545,-1.76860342857,0.002435416951,-5.35287620655,-2.1399622158,5.35287620655,15538,938
BNIP1,0.00322740253066,0.287032045528,0.00272457217938,1.18455387421,0.2728779279,1.18455387421,5770,10174
BNIP2,0.00909158315191,1.02822122034,0.00594948839119,1.52812856402,0.399684760813,1.52812856402,5049,8718
BNIP3,0.00354218234866,0.326817892626,0.00364904247509,0.970715570685,0.193954308581,0.970715570685,6265,11122
BNIP3L,-0.00356056896217,-0.570917481325,0.00395778553128,-0.899636661467,-0.496356852357,0.899636661467,10744,11436
BOK,0.00697171706501,0.760285783635,0.00360378282971,1.93455526996,0.549689068232,1.93455526996,4274,7196
DST,0.000382728703638,-0.0725137431543,0.00598759780937,0.063920242445,-0.140726467055,0.063920242445,8496,15429
FOXL2,0.000507545340751,-0.0567378409032,0.00394076661135,0.12879355486,-0.116782970832,0.12879355486,8329,15119
BPGM,0.00571725805898,0.601731418488,0.00271911413694,2.10261790093,0.611717764162,2.10261790093,3942,6537
BPHL,0.0144655705913,1.70745359275,0.00189286279716,7.64216540842,2.65625857591,7.64216540842,122,140
BRCA1,-0.00636762259226,-0.925708354612,0.00168024002072,-3.78971010912,-1.56302756953,3.78971010912,14988,2524
BRAF,-0.0100703499912,-1.39370578556,0.00366164859753,-2.75022294547,-1.17937278068,2.75022294547,14079,4632
ZFP36L1,0.0136301194599,1.60185873224,0.00403473189953,3.37819706471,1.08250958523,3.37819706471,2194,3218
ZFP36L2,0.0114525662615,1.32663207016,0.00533341098354,2.14732491024,0.628218264425,2.14732491024,3863,6383
BSG,-0.00804092005613,-1.13720081137,0.00371131359954,-2.16659676971,-0.963967545224,2.16659676971,13256,6312
BST2,-0.00449982626675,-0.689632676418,0.00624287934448,-0.720793406128,-0.430349234595,0.720793406128,10379,12235
BTC,9.50309329719e-05,-0.108876619233,0.00356403131458,0.0266638883287,-0.154477073289,0.0266638883287,8586,15608
BTD,0.00240019024681,0.182478514582,0.00513851433589,0.467098092934,0.00807875008569,0.467098092934,7495,13445
KLF9,-0.0154569517362,-2.07453251315,0.00309049999859,-5.00144046052,-2.01025401771,5.00144046052,15464,1184
KLF5,0.00377448345395,0.356179038821,0.00452005930119,0.835051755394,0.143883394547,0.835051755394,6578,11715
BTF3,-0.00652068994019,-0.945054938326,0.00205318471322,-3.17589055587,-1.33647853715,3.17589055587,14545,3627
BTF3P11,0.00245607641639,0.189542114186,0.00271345225949,0.905148195549,0.16975464711,0.905148195549,6418,11409
BTG1,-0.00240897679845,-0.425364726274,0.00385317336963,-0.625192942898,-0.395064935935,0.625192942898,10157,12695
BUB1B,-0.0117066969559,-1.60052797178,0.00324331776119,-3.60948196195,-1.49650881474,3.60948196195,14878,2814
BYSL,0.00292068778187,0.248265563689,0.00311849784837,0.936568798148,0.181351389309,0.936568798148,6360,11280
TSPO,0.00877314467991,0.98797294636,0.00512369894262,1.71226779289,0.467647020898,1.71226779289,4686,8002
C1QBP,0.00982930737711,1.12146412076,0.00202741479764,4.84819751171,1.62505857558,4.84819751171,998,1323
SERPING1,-0.00695000719489,-0.999317472564,0.00317117402433,-2.19161961519,-0.973202997892,2.19161961519,13297,6230
ERC2-IT1,-0.00669238660499,-0.966756130277,0.00237964582904,-2.81234565384,-1.20230108166,2.81234565384,14146,4488
C1QA,0.00347246480674,0.318006109583,0.00288186444938,1.20493689684,0.280400910881,1.20493689684,5729,10101
C1QB,0.00381662839755,0.36150584882,0.00341893055481,1.11632229329,0.247694959137,1.11632229329,5936,10479
C1QC,0.00720690194352,0.790011417493,0.00396142904747,1.81926821285,0.507138825092,1.81926821285,4477,7593
C1R,0.00173117159966,0.0979194924381,0.00237234038812,0.729731537821,0.105011720852,0.729731537821,6842,12184
C1S,0.00829756545841,0.927863240758,0.00192403713285,4.31258072764,1.42737268644,4.31258072764,1352,1836
C2,-0.00732665067001,-1.0469224296,0.0027352305834,-2.67862267791,-1.15294649424,2.67862267791,13997,4819
C3,0.00221557658221,0.159144709135,0.00451313630143,0.490917276641,0.0168699542633,0.490917276641,7441,13329
C3AR1,0.0128157527313,1.49892878473,0.00262824589442,4.87616199022,1.63537972862,4.87616199022,980,1298
C4BPB,-0.000589502081731,-0.195396542998,0.00294067547281,-0.20046485482,-0.238305939141,0.20046485482,9122,14776
CAPN5,0.0112036154773,1.29516652737,0.0072495583849,1.54542040804,0.406066849018,1.54542040804,5014,8653
C5,0.00990458906065,1.13097917026,0.00263254327917,3.76236513907,1.22429865836,3.76236513907,1800,2571
C7,0.00275451171522,0.227262134623,0.00314741651584,0.875165934144,0.158688769078,0.875165934144,6482,11537
C8G,-0.00200457530119,-0.374251359991,0.0035904235803,-0.558311646623,-0.370380331355,0.558311646623,10012,12998
OSGIN2,-0.00115136511679,-0.266411886183,0.00237510452258,-0.48476397811,-0.343235296552,0.48476397811,9838,13364
